group,group_label,node_index,x1,x2,x3,x4,weight
1,center,1,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.000000000000000000,14.340132246424625251
2,axis_l2,1,-0.406057174738239546,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.123593980320432464
2,axis_l2,2,0.406057174738239546,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.123593980320432464
2,axis_l2,3,0.000000000000000000,-0.406057174738239546,0.000000000000000000,0.000000000000000000,0.123593980320432464
2,axis_l2,4,0.000000000000000000,0.406057174738239546,0.000000000000000000,0.000000000000000000,0.123593980320432464
2,axis_l2,5,0.000000000000000000,0.000000000000000000,-0.406057174738239546,0.000000000000000000,0.123593980320432464
2,axis_l2,6,0.000000000000000000,0.000000000000000000,0.406057174738239546,0.000000000000000000,0.123593980320432464
2,axis_l2,7,0.000000000000000000,0.000000000000000000,0.000000000000000000,-0.406057174738239546,0.123593980320432464
2,axis_l2,8,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.406057174738239546,0.123593980320432464
3,axis_l1,1,-0.955907315804538915,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.010369774823699232
3,axis_l1,2,0.955907315804538915,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.010369774823699232
3,axis_l1,3,0.000000000000000000,-0.955907315804538915,0.000000000000000000,0.000000000000000000,0.010369774823699232
3,axis_l1,4,0.000000000000000000,0.955907315804538915,0.000000000000000000,0.000000000000000000,0.010369774823699232
3,axis_l1,5,0.000000000000000000,0.000000000000000000,-0.955907315804538915,0.000000000000000000,0.010369774823699232
3,axis_l1,6,0.000000000000000000,0.000000000000000000,0.955907315804538915,0.000000000000000000,0.010369774823699232
3,axis_l1,7,0.000000000000000000,0.000000000000000000,0.000000000000000000,-0.955907315804538915,0.010369774823699232
3,axis_l1,8,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.955907315804538915,0.010369774823699232
4,axis_lp_null,1,-0.750000000000000000,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.000000000000000000
4,axis_lp_null,2,0.750000000000000000,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.000000000000000000
4,axis_lp_null,3,0.000000000000000000,-0.750000000000000000,0.000000000000000000,0.000000000000000000,0.000000000000000000
4,axis_lp_null,4,0.000000000000000000,0.750000000000000000,0.000000000000000000,0.000000000000000000,0.000000000000000000
4,axis_lp_null,5,0.000000000000000000,0.000000000000000000,-0.750000000000000000,0.000000000000000000,0.000000000000000000
4,axis_lp_null,6,0.000000000000000000,0.000000000000000000,0.750000000000000000,0.000000000000000000,0.000000000000000000
4,axis_lp_null,7,0.000000000000000000,0.000000000000000000,0.000000000000000000,-0.750000000000000000,0.000000000000000000
4,axis_lp_null,8,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.750000000000000000,0.000000000000000000
5,pair_l1_l1,1,-0.955907315804538915,-0.955907315804538915,0.000000000000000000,0.000000000000000000,0.009708933337374199
5,pair_l1_l1,2,-0.955907315804538915,0.955907315804538915,0.000000000000000000,0.000000000000000000,0.009708933337374199
5,pair_l1_l1,3,0.955907315804538915,-0.955907315804538915,0.000000000000000000,0.000000000000000000,0.009708933337374199
5,pair_l1_l1,4,0.955907315804538915,0.955907315804538915,0.000000000000000000,0.000000000000000000,0.009708933337374199
5,pair_l1_l1,5,-0.955907315804538915,0.000000000000000000,-0.955907315804538915,0.000000000000000000,0.009708933337374199
5,pair_l1_l1,6,-0.955907315804538915,0.000000000000000000,0.955907315804538915,0.000000000000000000,0.009708933337374199
5,pair_l1_l1,7,0.955907315804538915,0.000000000000000000,-0.955907315804538915,0.000000000000000000,0.009708933337374199
5,pair_l1_l1,8,0.955907315804538915,0.000000000000000000,0.955907315804538915,0.000000000000000000,0.009708933337374199
5,pair_l1_l1,9,-0.955907315804538915,0.000000000000000000,0.000000000000000000,-0.955907315804538915,0.009708933337374199
5,pair_l1_l1,10,-0.955907315804538915,0.000000000000000000,0.000000000000000000,0.955907315804538915,0.009708933337374199
5,pair_l1_l1,11,0.955907315804538915,0.000000000000000000,0.000000000000000000,-0.955907315804538915,0.009708933337374199
5,pair_l1_l1,12,0.955907315804538915,0.000000000000000000,0.000000000000000000,0.955907315804538915,0.009708933337374199
5,pair_l1_l1,13,0.000000000000000000,-0.955907315804538915,-0.955907315804538915,0.000000000000000000,0.009708933337374199
5,pair_l1_l1,14,0.000000000000000000,-0.955907315804538915,0.955907315804538915,0.000000000000000000,0.009708933337374199
5,pair_l1_l1,15,0.000000000000000000,0.955907315804538915,-0.955907315804538915,0.000000000000000000,0.009708933337374199
5,pair_l1_l1,16,0.000000000000000000,0.955907315804538915,0.955907315804538915,0.000000000000000000,0.009708933337374199
5,pair_l1_l1,17,0.000000000000000000,-0.955907315804538915,0.000000000000000000,-0.955907315804538915,0.009708933337374199
5,pair_l1_l1,18,0.000000000000000000,-0.955907315804538915,0.000000000000000000,0.955907315804538915,0.009708933337374199
5,pair_l1_l1,19,0.000000000000000000,0.955907315804538915,0.000000000000000000,-0.955907315804538915,0.009708933337374199
5,pair_l1_l1,20,0.000000000000000000,0.955907315804538915,0.000000000000000000,0.955907315804538915,0.009708933337374199
5,pair_l1_l1,21,0.000000000000000000,0.000000000000000000,-0.955907315804538915,-0.955907315804538915,0.009708933337374199
5,pair_l1_l1,22,0.000000000000000000,0.000000000000000000,-0.955907315804538915,0.955907315804538915,0.009708933337374199
