group,group_label,node_index,x1,x2,x3,x4,x5,x6,weight
1,center,1,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.000000000000000000,33.151498239467218219
2,axis_l1,1,-0.955907315804539012,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.000000000000000000,-12.964995575216289980
2,axis_l1,2,0.955907315804539012,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.000000000000000000,-12.964995575216289980
2,axis_l1,3,0.000000000000000000,-0.955907315804539012,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.000000000000000000,-12.964995575216289980
2,axis_l1,4,0.000000000000000000,0.955907315804539012,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.000000000000000000,-12.964995575216289980
2,axis_l1,5,0.000000000000000000,0.000000000000000000,-0.955907315804539012,0.000000000000000000,0.000000000000000000,0.000000000000000000,-12.964995575216289980
2,axis_l1,6,0.000000000000000000,0.000000000000000000,0.955907315804539012,0.000000000000000000,0.000000000000000000,0.000000000000000000,-12.964995575216289980
2,axis_l1,7,0.000000000000000000,0.000000000000000000,0.000000000000000000,-0.955907315804539012,0.000000000000000000,0.000000000000000000,-12.964995575216289980
2,axis_l1,8,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.955907315804539012,0.000000000000000000,0.000000000000000000,-12.964995575216289980
2,axis_l1,9,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.000000000000000000,-0.955907315804539012,0.000000000000000000,-12.964995575216289980
2,axis_l1,10,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.955907315804539012,0.000000000000000000,-12.964995575216289980
2,axis_l1,11,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.000000000000000000,-0.955907315804539012,-12.964995575216289980
2,axis_l1,12,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.955907315804539012,-12.964995575216289980
3,axis_l2,1,-0.406057174738239736,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.000000000000000000,-3.606969633447623075
3,axis_l2,2,0.406057174738239736,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.000000000000000000,-3.606969633447623075
3,axis_l2,3,0.000000000000000000,-0.406057174738239736,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.000000000000000000,-3.606969633447623075
3,axis_l2,4,0.000000000000000000,0.406057174738239736,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.000000000000000000,-3.606969633447623075
3,axis_l2,5,0.000000000000000000,0.000000000000000000,-0.406057174738239736,0.000000000000000000,0.000000000000000000,0.000000000000000000,-3.606969633447623075
3,axis_l2,6,0.000000000000000000,0.000000000000000000,0.406057174738239736,0.000000000000000000,0.000000000000000000,0.000000000000000000,-3.606969633447623075
3,axis_l2,7,0.000000000000000000,0.000000000000000000,0.000000000000000000,-0.406057174738239736,0.000000000000000000,0.000000000000000000,-3.606969633447623075
3,axis_l2,8,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.406057174738239736,0.000000000000000000,0.000000000000000000,-3.606969633447623075
3,axis_l2,9,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.000000000000000000,-0.406057174738239736,0.000000000000000000,-3.606969633447623075
3,axis_l2,10,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.406057174738239736,0.000000000000000000,-3.606969633447623075
3,axis_l2,11,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.000000000000000000,-0.406057174738239736,-3.606969633447623075
3,axis_l2,12,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.406057174738239736,-3.606969633447623075
