x1,x2,x3,group_9,label_9,weight_9,group_7,label_7,weight_7
-0.250000000000000000,0.000000000000000000,0.000000000000000000,5,axis_lp_null,0.000000000000000000,,,0.000000000000000000
-0.406057174738239546,-0.955907315804538915,0.000000000000000000,7,pair_l1_l2,0.022543144647178933,,,0.000000000000000000
-0.406057174738239546,0.000000000000000000,-0.955907315804538915,7,pair_l1_l2,0.022543144647178933,,,0.000000000000000000
-0.406057174738239546,0.000000000000000000,0.000000000000000000,3,axis_l2,0.078899967360456499,2,axis_l2,0.123593980320432464
-0.406057174738239546,0.000000000000000000,0.955907315804538915,7,pair_l1_l2,0.022543144647178933,,,0.000000000000000000
-0.406057174738239546,0.955907315804538915,0.000000000000000000,7,pair_l1_l2,0.022543144647178933,,,0.000000000000000000
-0.686075797561756295,-0.686075797561756295,-0.686075797561756295,9,full_diag_l0,0.031437514369143479,6,full_diag_l0,0.044392914040667510
-0.686075797561756295,-0.686075797561756295,0.686075797561756295,9,full_diag_l0,0.031437514369143479,6,full_diag_l0,0.044392914040667510
-0.686075797561756295,0.686075797561756295,-0.686075797561756295,9,full_diag_l0,0.031437514369143479,6,full_diag_l0,0.044392914040667510
-0.686075797561756295,0.686075797561756295,0.686075797561756295,9,full_diag_l0,0.031437514369143479,6,full_diag_l0,0.044392914040667510
-0.750000000000000000,0.000000000000000000,0.000000000000000000,,,0.000000000000000000,4,axis_lp_null,0.000000000000000000
-0.895254709252355174,0.000000000000000000,0.000000000000000000,4,axis_l3,0.057693384490972686,,,0.000000000000000000
-0.955907315804538915,-0.406057174738239546,0.000000000000000000,7,pair_l1_l2,0.022543144647178933,,,0.000000000000000000
-0.955907315804538915,-0.955907315804538915,-0.955907315804538915,8,triple_l1_l1_l1,0.001770878225839135,,,0.000000000000000000
-0.955907315804538915,-0.955907315804538915,0.000000000000000000,6,pair_l1_l1,0.004907147921572262,5,pair_l1_l1,0.009708933337374199
-0.955907315804538915,-0.955907315804538915,0.955907315804538915,8,triple_l1_l1_l1,0.001770878225839135,,,0.000000000000000000
-0.955907315804538915,0.000000000000000000,-0.406057174738239546,7,pair_l1_l2,0.022543144647178933,,,0.000000000000000000
-0.955907315804538915,0.000000000000000000,-0.955907315804538915,6,pair_l1_l1,0.004907147921572262,5,pair_l1_l1,0.009708933337374199
-0.955907315804538915,0.000000000000000000,0.000000000000000000,2,axis_l1,-0.080377377870386235,3,axis_l1,0.029787641498447627
-0.955907315804538915,0.000000000000000000,0.406057174738239546,7,pair_l1_l2,0.022543144647178933,,,0.000000000000000000
-0.955907315804538915,0.000000000000000000,0.955907315804538915,6,pair_l1_l1,0.004907147921572262,5,pair_l1_l1,0.009708933337374199
-0.955907315804538915,0.406057174738239546,0.000000000000000000,7,pair_l1_l2,0.022543144647178933,,,0.000000000000000000
-0.955907315804538915,0.955907315804538915,-0.955907315804538915,8,triple_l1_l1_l1,0.001770878225839135,,,0.000000000000000000
-0.955907315804538915,0.955907315804538915,0.000000000000000000,6,pair_l1_l1,0.004907147921572262,5,pair_l1_l1,0.009708933337374199
-0.955907315804538915,0.955907315804538915,0.955907315804538915,8,triple_l1_l1_l1,0.001770878225839135,,,0.000000000000000000
0.000000000000000000,-0.250000000000000000,0.000000000000000000,5,axis_lp_null,0.000000000000000000,,,0.000000000000000000
0.000000000000000000,-0.406057174738239546,-0.955907315804538915,7,pair_l1_l2,0.022543144647178933,,,0.000000000000000000
0.000000000000000000,-0.406057174738239546,0.000000000000000000,3,axis_l2,0.078899967360456499,2,axis_l2,0.123593980320432464
0.000000000000000000,-0.406057174738239546,0.955907315804538915,7,pair_l1_l2,0.022543144647178933,,,0.000000000000000000
0.000000000000000000,-0.750000000000000000,0.000000000000000000,,,0.000000000000000000,4,axis_lp_null,0.000000000000000000
0.000000000000000000,-0.895254709252355174,0.000000000000000000,4,axis_l3,0.057693384490972686,,,0.000000000000000000
