x1,x2,x3,x4,weight,group
0.000000000000000000,0.000000000000000000,0.000000000000000000,0.000000000000000000,-14.027130010669106142,center
-0.358568582800318059,0.000000000000000000,0.000000000000000000,0.000000000000000000,2.389879591525681857,axis λ2
0.358568582800318059,0.000000000000000000,0.000000000000000000,0.000000000000000000,2.389879591525681857,axis λ2
0.000000000000000000,-0.358568582800318059,0.000000000000000000,0.000000000000000000,2.389879591525681857,axis λ2
0.000000000000000000,0.358568582800318059,0.000000000000000000,0.000000000000000000,2.389879591525681857,axis λ2
0.000000000000000000,0.000000000000000000,-0.358568582800318059,0.000000000000000000,2.389879591525681857,axis λ2
0.000000000000000000,0.000000000000000000,0.358568582800318059,0.000000000000000000,2.389879591525681857,axis λ2
0.000000000000000000,0.000000000000000000,0.000000000000000000,-0.358568582800318059,2.389879591525681857,axis λ2
0.000000000000000000,0.000000000000000000,0.000000000000000000,0.358568582800318059,2.389879591525681857,axis λ2
-0.948683298050513768,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.178834527257023840,axis λ3
0.948683298050513768,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.178834527257023840,axis λ3
0.000000000000000000,-0.948683298050513768,0.000000000000000000,0.000000000000000000,0.178834527257023840,axis λ3
0.000000000000000000,0.948683298050513768,0.000000000000000000,0.000000000000000000,0.178834527257023840,axis λ3
0.000000000000000000,0.000000000000000000,-0.948683298050513768,0.000000000000000000,0.178834527257023840,axis λ3
0.000000000000000000,0.000000000000000000,0.948683298050513768,0.000000000000000000,0.178834527257023840,axis λ3
0.000000000000000000,0.000000000000000000,0.000000000000000000,-0.948683298050513768,0.178834527257023840,axis λ3
0.000000000000000000,0.000000000000000000,0.000000000000000000,0.948683298050513768,0.178834527257023840,axis λ3
-0.948683298050513768,-0.948683298050513768,0.000000000000000000,0.000000000000000000,0.162576842960930751,face-diagonal λ3
-0.948683298050513768,0.948683298050513768,0.000000000000000000,0.000000000000000000,0.162576842960930751,face-diagonal λ3
0.948683298050513768,-0.948683298050513768,0.000000000000000000,0.000000000000000000,0.162576842960930751,face-diagonal λ3
0.948683298050513768,0.948683298050513768,0.000000000000000000,0.000000000000000000,0.162576842960930751,face-diagonal λ3
-0.948683298050513768,0.000000000000000000,-0.948683298050513768,0.000000000000000000,0.162576842960930751,face-diagonal λ3
-0.948683298050513768,0.000000000000000000,0.948683298050513768,0.000000000000000000,0.162576842960930751,face-diagonal λ3
0.948683298050513768,0.000000000000000000,-0.948683298050513768,0.000000000000000000,0.162576842960930751,face-diagonal λ3
0.948683298050513768,0.000000000000000000,0.948683298050513768,0.000000000000000000,0.162576842960930751,face-diagonal λ3
-0.948683298050513768,0.000000000000000000,0.000000000000000000,-0.948683298050513768,0.162576842960930751,face-diagonal λ3
-0.948683298050513768,0.000000000000000000,0.000000000000000000,0.948683298050513768,0.162576842960930751,face-diagonal λ3
0.948683298050513768,0.000000000000000000,0.000000000000000000,-0.948683298050513768,0.162576842960930751,face-diagonal λ3
0.948683298050513768,0.000000000000000000,0.000000000000000000,0.948683298050513768,0.162576842960930751,face-diagonal λ3
0.000000000000000000,-0.948683298050513768,-0.948683298050513768,0.000000000000000000,0.162576842960930751,face-diagonal λ3
0.000000000000000000,-0.948683298050513768,0.948683298050513768,0.000000000000000000,0.162576842960930751,face-diagonal λ3
0.000000000000000000,0.948683298050513768,-0.948683298050513768,0.000000000000000000,0.162576842960930751,face-diagonal λ3
0.000000000000000000,0.948683298050513768,0.948683298050513768,0.000000000000000000,0.162576842960930751,face-diagonal λ3
0.000000000000000000,-0.948683298050513768,0.000000000000000000,-0.948683298050513768,0.162576842960930751,face-diagonal λ3
0.000000000000000000,-0.948683298050513768,0.000000000000000000,0.948683298050513768,0.162576842960930751,face-diagonal λ3
0.000000000000000000,0.948683298050513768,0.000000000000000000,-0.948683298050513768,0.162576842960930751,face-diagonal λ3
0.000000000000000000,0.948683298050513768,0.000000000000000000,0.948683298050513768,0.162576842960930751,face-diagonal λ3
0.000000000000000000,0.000000000000000000,-0.948683298050513768,-0.948683298050513768,0.162576842960930751,face-diagonal λ3
0.000000000000000000,0.000000000000000000,-0.948683298050513768,0.948683298050513768,0.162576842960930751,face-diagonal λ3
0.000000000000000000,0.000000000000000000,0.948683298050513768,-0.948683298050513768,0.162576842960930751,face-diagonal λ3
0.000000000000000000,0.000000000000000000,0.948683298050513768,0.948683298050513768,0.162576842960930751,face-diagonal λ3
-0.688247201611685178,-0.688247201611685178,-0.688247201611685178,-0.688247201611685178,0.348473301834069993,full-diagonal λ5
-0.688247201611685178,-0.688247201611685178,-0.688247201611685178,0.688247201611685178,0.348473301834069993,full-diagonal λ5
-0.688247201611685178,-0.688247201611685178,0.688247201611685178,-0.688247201611685178,0.348473301834069993,full-diagonal λ5
-0.688247201611685178,-0.688247201611685178,0.688247201611685178,0.688247201611685178,0.348473301834069993,full-diagonal λ5
-0.688247201611685178,0.688247201611685178,-0.688247201611685178,-0.688247201611685178,0.348473301834069993,full-diagonal λ5
-0.688247201611685178,0.688247201611685178,-0.688247201611685178,0.688247201611685178,0.348473301834069993,full-diagonal λ5
-0.688247201611685178,0.688247201611685178,0.688247201611685178,-0.688247201611685178,0.348473301834069993,full-diagonal λ5
-0.688247201611685178,0.688247201611685178,0.688247201611685178,0.688247201611685178,0.348473301834069993,full-diagonal λ5
0.688247201611685178,-0.688247201611685178,-0.688247201611685178,-0.688247201611685178,0.348473301834069993,full-diagonal λ5
0.688247201611685178,-0.688247201611685178,-0.688247201611685178,0.688247201611685178,0.348473301834069993,full-diagonal λ5
0.688247201611685178,-0.688247201611685178,0.688247201611685178,-0.688247201611685178,0.348473301834069993,full-diagonal λ5
0.688247201611685178,-0.688247201611685178,0.688247201611685178,0.688247201611685178,0.348473301834069993,full-diagonal λ5
0.688247201611685178,0.688247201611685178,-0.688247201611685178,-0.688247201611685178,0.348473301834069993,full-diagonal λ5
